State,Delta,Theta,Alpha,Beta,Gamma
Stressed,32799.99,22489.80,15607.24,33092.56,147192.18
Stressed,69427.76,30524.56,15742.69,28569.02,123881.35
Stressed,12168.05,13059.52,10542.93,15542.04,89731.27
Stressed,14840.84,11104.59,11526.76,19636.81,92606.41
Stressed,25665.52,14201.09,10485.32,29975.87,194025.29
Stressed,18236.56,16885.24,9437.12,22719.32,147639.51
Stressed,43026.05,27057.48,15851.21,21867.85,117537.34
Stressed,22857.83,17242.09,10338.53,41819.13,102152.47
Stressed,47554.94,51733.09,43986.26,72003.60,189386.17
Stressed,31026.19,23623.72,20802.58,46893.08,177445.17
Stressed,39690.61,20507.30,16037.00,26089.28,121717.62
Stressed,17038.53,17409.49,17137.56,22754.71,108023.45
Stressed,21536.10,15898.26,8972.84,21942.08,115477.90
Stressed,10312.65,13457.10,13199.60,18479.02,95640.08
Stressed,10126.01,17646.96,14547.02,27206.33,114671.46
Stressed,12152.13,7620.64,6250.01,28596.67,107045.18
Stressed,20893.89,19616.43,17853.74,32952.12,143848.25
Stressed,12228.16,10087.97,9731.61,28474.30,112204.44
Stressed,10032.27,20747.32,21870.09,78444.77,159705.29
Stressed,31030.36,21389.74,18109.81,25076.79,92918.38
Stressed,40688.19,111577.21,77253.45,132482.76,322931.71
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,43075.49,41339.68,15630.45,21288.18,79706.39
Stressed,41801.84,52623.34,32132.30,37143.20,90261.86
Stressed,17384.31,25943.47,18231.13,35560.75,82659.28
Stressed,21436.81,33358.18,18413.71,33393.95,90884.65
Stressed,69353.27,89565.14,68910.18,119317.74,168912.31
Stressed,136802.32,196051.65,57476.81,83500.07,151820.19
Stressed,22097.79,18143.28,17935.84,82035.64,177061.81
Stressed,27533.80,13606.07,11573.15,28440.36,62974.43
Stressed,14474.58,13132.96,12359.79,28523.95,75892.03
Stressed,14387.87,15850.89,8086.25,27523.22,104946.57
Stressed,4457.10,8277.50,6301.99,14697.12,69341.24
Stressed,9443.62,3007.81,10419.73,14146.50,76368.28
Stressed,43435.39,36048.46,40407.21,44620.10,133627.52
Stressed,19548.98,24988.80,9665.14,32083.63,137101.74
Stressed,32996.21,35284.24,14116.48,34220.11,108436.78
Stressed,17054.18,8055.70,5697.90,10598.88,83110.55
Stressed,33251.19,15959.29,10488.13,24524.99,151082.24
Stressed,70849.35,24594.43,10363.01,22039.01,160847.09
Stressed,9399.05,18860.87,11371.72,27152.39,130513.11
Stressed,21270.61,13831.47,8370.56,16934.74,121212.30
Stressed,42470.10,18488.60,14083.22,25823.95,131937.67
Stressed,9638.61,9687.02,8439.43,24838.27,123984.92
Stressed,8082.37,9256.69,9761.85,20092.24,112949.24
Stressed,18326.41,10088.20,3765.30,15509.11,103397.51
Stressed,21141.24,6933.44,9324.64,12390.69,106036.97
Stressed,16202.10,11401.59,10391.70,22258.14,123653.93
Stressed,7485.23,8300.44,7897.45,17007.78,98408.41
Stressed,11448.30,16630.37,6681.63,14677.26,91510.07
Stressed,13552.88,13499.67,16042.26,18683.52,102828.59
Stressed,7747.83,4194.45,9067.78,22456.25,113675.21
Stressed,13963.73,7939.41,5244.72,18822.20,114335.85
Stressed,14643.06,3051.26,5285.67,9599.68,96374.21
Stressed,14952.74,13992.09,7674.76,22070.40,126798.23
Stressed,11280.44,5767.62,7315.94,17247.22,104052.28
Stressed,15166.60,11535.42,10865.02,16930.93,112665.41
Stressed,15267.50,22732.62,14770.86,22735.74,110316.30
Stressed,1865.04,2561.82,2858.97,5676.59,20958.15
Stressed,74703.24,176949.34,83258.89,211968.12,301567.69
Stressed,99788.03,101764.55,46037.31,97283.95,225118.11
Stressed,55515.94,76065.27,28514.89,50060.67,119925.56
Stressed,40465.33,44960.37,17709.87,42992.31,100708.90
Stressed,61037.86,28253.46,28042.55,46893.31,104533.73
Stressed,27076.79,27827.52,15073.62,22227.87,98313.52
Stressed,14408.03,12678.93,16000.82,30580.90,109561.05
Stressed,9384.89,16496.90,7882.09,17931.69,83805.11
Stressed,19684.82,13978.56,14188.59,15264.21,93077.64
Stressed,7192.02,9838.49,11798.04,18375.09,107235.48
Stressed,19733.44,12492.97,12272.21,19122.77,90251.81
Stressed,9896.90,5045.96,10772.24,21914.83,79318.63
Stressed,11008.41,13757.16,14339.23,17621.36,79192.81
Stressed,7723.51,16056.65,10869.55,21931.35,93727.31
Stressed,28239.27,26992.32,13007.46,28538.05,120810.36
Stressed,13499.04,24944.58,22754.77,26046.23,19421.11
Stressed,19131.58,27350.64,22472.38,26002.11,85422.62
Stressed,64767.97,18667.13,14049.66,17114.39,101491.09
Stressed,12400.50,13969.68,5988.55,17194.21,57151.57
Stressed,32440.68,25892.36,11058.29,21941.96,55546.51
Stressed,16356.89,11753.91,9970.61,17466.56,53514.42
Stressed,4200.87,7604.09,8208.00,13965.20,58340.19
Stressed,3530.86,6197.14,9022.21,16252.29,59800.18
Stressed,9412.41,13525.37,9720.02,43307.94,90984.25
Stressed,61387.55,55301.22,43592.75,79359.12,158147.62
Stressed,23821.62,15091.03,7906.75,13696.52,83276.67
Stressed,28799.00,9830.32,20298.90,30308.39,321640.72
Stressed,17405.39,13827.99,3877.06,10622.01,383314.66
Stressed,9850.91,9552.61,6255.70,13877.09,382143.95
Stressed,17901.16,17905.96,9974.41,13127.57,358516.23
Stressed,37250.12,44378.01,19580.89,11675.04,333371.20
Stressed,46529.37,33476.05,14635.02,57893.03,357430.24
Stressed,82060.20,143765.50,121121.81,73636.07,381136.85
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,79413.81,38665.86,16282.54,30612.63,474162.61
Stressed,15568.45,7441.69,5422.84,9562.15,387980.98
Stressed,102922.90,45548.91,65258.87,84121.32,501911.99
Stressed,23190.14,12440.83,7936.39,17581.25,419405.91
Stressed,28210.19,66258.82,43643.67,62171.07,551821.45
Stressed,12935.58,7548.14,7127.18,11952.05,384359.87
Stressed,13039.86,13325.88,11084.64,13585.97,392102.88
Stressed,15401.09,13542.61,5235.76,15440.17,422133.45
Stressed,55607.28,17034.97,7991.28,18751.35,334826.04
Stressed,26056.15,7806.16,7508.59,22730.13,354082.98
Stressed,22905.34,16349.71,6399.21,16582.88,382488.64
Stressed,17605.16,7721.77,4460.15,14979.46,411116.16
Stressed,62669.15,29385.12,11458.73,18231.40,300602.92
Stressed,12726.18,13151.43,4822.15,10070.96,405132.89
Stressed,8727.26,8541.64,6678.32,13632.29,416026.82
Stressed,65134.75,16452.46,9273.55,19026.08,341429.73
Stressed,11895.19,9304.40,5963.50,16130.89,428102.65
Stressed,50033.86,21252.91,8985.49,13425.43,246100.01
Stressed,17780.49,22843.98,10466.58,16048.41,447744.09
Stressed,85953.59,45390.27,15944.48,26063.60,405105.84
Stressed,9580.04,11945.86,6273.68,14313.27,414953.64
Stressed,37827.62,22123.55,12578.50,16389.50,460810.57
Stressed,52106.75,28916.32,9141.04,15229.09,430391.95
Stressed,27333.40,21347.78,12860.96,26776.73,186759.78
Stressed,30534.56,24647.66,14151.39,25952.99,345713.88
Stressed,42429.28,77161.28,61923.56,113530.33,560989.47
Stressed,23152.96,22781.89,9136.55,17787.28,404745.09
Stressed,42555.58,27892.71,9503.65,18962.85,339796.80
Stressed,51612.48,97864.72,52811.02,90911.15,499166.43
Stressed,27457.34,70028.39,59147.35,81536.95,507797.51
Stressed,37777.63,23788.49,4793.51,11044.62,347371.28
Stressed,23058.96,23504.59,8209.20,17074.02,401731.39
Stressed,12752.36,14208.80,4121.53,9272.80,384785.85
Stressed,5354.56,11339.32,4299.68,12725.31,384950.92
Stressed,10356.89,12982.76,7715.28,16888.97,399752.29
Stressed,15848.00,13729.02,6344.36,13062.67,388344.18
Stressed,47701.38,38734.38,17967.44,13259.51,377989.82
Stressed,36177.17,24862.47,10715.23,6459.79,166187.05
Stressed,45559.64,24732.79,9846.42,14082.51,444872.82
Stressed,56722.89,45223.16,11813.36,15979.29,401133.45
Stressed,21574.90,28729.28,8364.59,14611.28,198113.02
Stressed,31002.66,19534.61,10807.61,15273.37,376834.40
Stressed,20955.47,9673.64,4218.38,11024.40,240761.30
Stressed,14107.35,8762.68,5488.80,12194.64,294443.98
Stressed,30841.51,39596.07,39563.59,62247.29,293136.71
Stressed,90805.72,61249.86,27112.55,23722.16,476203.66
Stressed,25370.25,20490.24,11094.50,11569.83,428247.37
Stressed,14862.45,13646.61,5982.38,10925.33,427174.41
Stressed,34825.24,17569.06,9617.96,14142.11,426313.52
Stressed,42172.65,33700.50,36289.19,33933.11,475463.40
Stressed,14312.78,10408.68,5068.57,4866.04,69526.38
Stressed,54729.17,26460.37,16842.02,30699.40,447675.58
Stressed,23386.64,20458.19,9206.29,14007.90,326225.78
Stressed,21506.49,19287.41,18458.78,33998.78,339263.55
Stressed,40262.75,8474.71,6038.12,23175.09,105424.38
Stressed,13895.54,25266.96,14971.64,17436.10,75906.30
Stressed,29501.61,26743.67,11427.33,26186.75,95301.64
Stressed,5158.66,9824.22,5699.17,4179.86,31214.88
Stressed,93112.76,125294.31,115490.10,116074.93,258003.26
Stressed,1976.43,1478.07,2279.03,3573.89,21946.68
Stressed,35559.42,48142.94,26367.09,54799.26,90618.95
Stressed,56858.21,31821.52,21679.74,26338.13,65721.64
Stressed,61842.92,36758.86,26911.91,25834.01,90120.47
Stressed,99588.39,40845.70,12354.65,22670.60,273031.87
Stressed,55746.76,37757.91,15314.37,17041.65,139904.85
Stressed,55471.14,59880.88,18653.57,23676.68,85851.19
Stressed,43244.97,30281.53,9915.25,15242.22,47141.72
Stressed,25219.37,23680.20,9446.78,11108.73,48246.49
Stressed,17362.87,19489.73,3967.11,12920.88,54253.31
Stressed,21049.03,12263.47,10482.68,16146.26,55395.06
Stressed,8016.52,24312.80,8639.66,13600.52,52470.94
Stressed,75859.02,63044.44,15249.09,26949.37,81483.78
Stressed,11396.28,21409.38,23426.38,39011.18,51951.17
Stressed,38998.26,41300.49,17197.19,23803.21,77110.96
Stressed,35210.29,11529.77,7438.81,16093.89,62987.46
Stressed,19663.72,24180.51,16656.69,25351.12,47324.32
Stressed,29630.09,18582.23,20640.42,44891.86,62395.28
Stressed,29937.70,23634.73,14785.38,27545.88,98234.33
Stressed,9066.89,24810.13,13836.31,19613.59,80683.96
Stressed,44696.61,21116.24,10926.62,27298.49,122353.80
Stressed,37161.77,20749.81,6391.20,15307.17,375904.82
Stressed,33261.28,12013.26,9023.49,18034.90,355422.28
Stressed,13696.24,20208.87,8813.03,14899.10,386246.18
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,62694.92,40426.52,8605.13,11912.59,325450.29
Stressed,22461.50,20553.83,17542.96,21195.13,424982.71
Stressed,14798.86,20844.88,8069.12,15771.83,375287.80
Stressed,36409.28,48281.92,20240.37,44186.59,377239.80
Stressed,5696.53,30456.69,10895.01,18480.38,184896.37
Stressed,31369.71,30660.79,9141.77,23398.17,325814.75
Stressed,16300.97,18123.15,7828.70,14527.19,364098.65
Stressed,11134.65,9411.62,2563.95,8599.04,353037.40
Stressed,12272.76,48328.26,47034.07,86077.85,511237.70
Stressed,35749.92,24732.95,64604.47,80217.18,503787.16
Stressed,13908.52,11030.33,5069.40,12733.58,392894.76
Stressed,12473.35,6209.79,8672.70,16698.91,352751.58
Stressed,11664.42,20082.63,10716.36,12877.59,349948.77
Stressed,10997.58,14692.94,8760.63,11163.47,370625.54
Stressed,15027.47,8043.21,5096.08,10245.35,353756.92
Stressed,57606.75,28529.67,6334.24,16666.50,379244.74
Stressed,3233.25,5518.55,2430.25,4444.16,29882.08
Stressed,38663.32,18144.24,5223.12,14109.59,356100.14
Stressed,6655.06,17144.19,8710.74,10467.88,392287.27
Stressed,28582.77,11950.34,3536.08,10035.04,377780.95
Stressed,8102.86,6291.65,2924.06,5018.27,56708.27
Stressed,22837.80,13009.46,10480.86,13776.12,367737.58
Stressed,20472.69,15290.55,6516.94,13059.36,412622.08
Stressed,33775.73,29192.88,7637.61,11582.51,353571.92
Stressed,31047.57,23077.31,7248.77,17165.88,333306.72
Stressed,19663.59,16474.32,3271.22,11535.13,356226.07
Stressed,72988.38,64815.97,57749.17,87603.49,536329.88
Stressed,15136.37,5295.98,3756.61,9608.72,388639.52
Stressed,19143.63,9603.21,7991.92,8832.83,377281.71
Stressed,7059.07,10068.38,7525.10,8800.92,374591.27
Stressed,9600.00,8135.30,7523.05,7841.78,385922.04
Stressed,9511.52,10362.45,5025.47,10644.30,382603.10
Stressed,7281.75,6691.83,3169.06,11501.14,372560.85
Stressed,4304.73,8196.90,8715.32,13817.05,369406.74
Stressed,27631.27,10069.44,12062.73,37424.65,462256.42
Stressed,8679.57,9745.87,4015.92,12827.49,385745.69
Stressed,4359.33,5325.33,6908.99,16393.32,369848.38
Stressed,4920.02,11364.46,7726.10,11022.76,371077.94
Stressed,15534.64,5342.71,4387.00,12587.86,358472.96
Stressed,22623.62,10445.53,9073.61,15264.20,382226.72
Stressed,43096.21,23143.25,16758.38,44523.41,387611.51
Stressed,6011.09,5334.81,6220.92,11750.52,382355.00
Stressed,19071.79,8553.45,3878.29,11092.11,366657.72
Stressed,10504.21,6958.02,4156.20,10939.02,361409.57
Stressed,14528.59,14168.25,4832.93,13294.74,341347.06
Stressed,10454.65,9292.06,6690.49,7643.69,363188.98
Stressed,7425.25,9926.41,9885.07,15673.53,220779.89
Stressed,548.63,815.69,807.81,1627.38,7454.85
Stressed,32235.85,21483.07,7221.62,15979.73,140026.62
Stressed,33489.29,17584.11,6384.56,14733.62,138742.99
Stressed,55356.41,26047.68,8525.24,14569.79,165767.45
Stressed,58607.15,35580.70,10123.28,15060.65,155149.31
Stressed,3294.71,2974.48,1449.24,2158.55,22694.00
Stressed,25141.97,22508.13,14151.29,22205.02,168897.85
Stressed,49609.50,29033.82,14611.75,45023.84,137443.23
Stressed,53145.10,51398.95,27137.12,45291.15,133008.81
Stressed,88720.87,42791.42,35445.71,51468.28,184260.37
Stressed,14137.24,13975.62,10782.24,20433.41,116565.20
Stressed,40466.76,36001.01,9147.01,24868.81,79864.12
Stressed,50737.16,33641.95,18410.51,21515.07,129767.68
Stressed,86383.62,54146.80,15594.22,32857.89,334049.44
Stressed,2380.52,5083.02,3823.29,2495.50,11717.04
Stressed,72387.41,56277.61,27404.29,51649.48,327931.56
Stressed,95243.07,76687.83,47467.98,73314.21,346013.69
Stressed,92111.93,33200.34,42170.29,37138.43,416212.35
Stressed,87300.99,32038.03,13900.38,26761.26,376975.89
Stressed,68297.70,42650.43,19737.10,29878.04,371348.15
Stressed,26366.34,17894.47,11624.28,13199.22,296544.67
Stressed,61908.11,42334.63,26091.69,26215.02,246625.21
Stressed,119155.52,68568.84,25507.64,39192.47,406538.54
Stressed,89190.26,67968.11,63488.28,76221.38,406646.21
Stressed,31921.41,32064.19,8377.58,14165.59,285423.32
Stressed,76547.94,185665.77,79100.63,153092.54,538137.68
Stressed,11651.69,22001.68,7610.02,15261.07,95314.66
Stressed,87164.00,93503.76,44163.16,31380.00,305500.72
Stressed,91502.91,66912.61,32125.54,31616.39,373734.46
Stressed,93060.64,63285.78,45731.52,90102.97,388069.80
Stressed,29062.83,16377.73,6682.78,8778.26,85852.84
Stressed,137562.63,47988.81,22018.37,19198.92,383128.01
Stressed,53022.66,13522.02,10241.28,18580.94,321673.39
Stressed,78126.70,45855.15,23817.60,23224.41,232818.22
Stressed,113108.35,62898.19,23071.83,27408.57,328223.84
Stressed,57693.65,65458.55,90673.79,175284.30,403488.56
Stressed,66096.30,32399.83,10082.90,28553.55,327151.37
Stressed,117646.06,60408.38,30778.74,45544.98,365109.69
Stressed,26876.24,35159.99,18566.47,37071.11,243330.66
Stressed,51502.23,64288.76,36962.57,43700.22,303366.86
Stressed,170846.72,65079.78,47293.67,45541.99,431125.43
Stressed,72711.85,40708.92,23718.32,29934.68,238591.94
Stressed,83829.41,93950.46,35306.11,40932.91,261013.32
Stressed,71435.82,70000.04,21004.96,25987.13,256797.76
Stressed,118641.63,95345.09,36770.68,43038.21,269901.37
Stressed,47996.03,37421.39,12235.06,40288.64,298864.13
Stressed,60028.21,50829.91,21158.47,35620.45,248332.85
Stressed,34932.93,46479.91,23969.59,43720.99,157187.55
Stressed,63530.08,72770.72,55103.95,36036.67,278817.35
Stressed,48386.08,25976.13,22087.93,31706.20,231113.84
Stressed,158739.22,110392.93,65153.25,44062.43,202139.08
Stressed,111733.40,83730.93,65483.09,82207.01,281798.62
Stressed,59818.74,33800.50,18699.37,27968.36,234640.37
Stressed,260206.52,113100.69,87996.11,76375.56,217497.95
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,133490.43,99502.38,101114.23,108086.34,284201.26
Stressed,30198.23,24347.30,18015.71,14125.04,36777.45
Stressed,121111.41,170461.17,119682.06,248565.97,374809.05
Stressed,410.87,996.16,1343.23,2688.43,12554.98
Stressed,33680.14,56274.80,57107.57,40937.65,206122.89
Stressed,62767.97,66048.85,45748.64,56354.29,204603.05
Stressed,115414.94,119060.76,48579.91,63994.82,252505.69
Stressed,87402.71,65002.32,37614.23,29272.10,130823.87
Stressed,68488.20,52041.05,55043.64,88591.27,309197.08
Stressed,52680.60,54457.39,29550.05,42057.58,87567.97
Stressed,87833.34,137779.21,187073.10,202873.34,372524.46
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,68105.29,150737.34,86500.88,76812.55,235791.52
Stressed,19713.32,22974.85,14908.02,11172.28,167897.93
Stressed,93694.05,17030.04,36234.94,33530.09,189820.64
Stressed,59930.79,31959.00,22505.22,27656.16,194848.93
Stressed,131513.01,117171.28,68992.97,83121.52,135102.16
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,228012.62,105538.40,77840.34,118184.50,424687.44
Stressed,57463.26,51149.67,34784.71,55784.16,68062.28
Stressed,68079.70,57763.89,54134.82,64390.75,236058.19
Stressed,62779.24,102105.48,49945.74,44763.58,212172.70
Stressed,24753.16,15585.59,8649.56,11795.74,20946.39
Stressed,135685.88,62652.75,41475.77,50414.73,73703.55
Stressed,36423.36,103437.10,52008.79,54694.00,100424.75
Stressed,87043.84,93098.20,55409.01,48323.09,65339.55
Stressed,94215.82,67109.34,19332.28,32781.02,63127.15
Stressed,98788.14,72933.28,24897.09,21022.87,49339.82
Stressed,85377.27,111540.80,66894.60,31459.53,45665.87
Stressed,44411.82,97529.13,27736.49,28411.11,48751.34
Stressed,92744.59,70476.78,35494.74,26029.29,46580.01
Stressed,83695.06,60278.34,14153.52,20347.94,43764.86
Stressed,61233.95,46244.43,22210.20,41498.38,52665.54
Stressed,81523.48,73178.47,20039.41,25988.92,34817.95
Stressed,92506.41,47938.22,29359.80,44250.86,51447.74
Stressed,54610.20,62993.95,23507.04,24366.37,49703.54
Stressed,97330.92,93516.41,38661.34,41273.17,84379.30
Stressed,45071.93,154183.96,49576.07,92422.60,289334.78
Stressed,78454.71,62632.12,27251.84,17527.92,103773.79
Stressed,58790.53,56293.37,45988.49,39058.10,165886.65
Stressed,84244.89,88837.49,30526.88,33105.54,152738.86
Stressed,121291.80,110726.30,41017.60,31963.46,101021.57
Stressed,127927.51,122897.71,20791.58,32378.36,111067.97
Stressed,65583.62,69727.96,36466.76,63193.69,85184.51
Stressed,84124.70,44697.96,13957.74,44032.70,108245.38
Stressed,159222.17,76108.39,42395.31,25717.09,89099.85
Stressed,86252.32,87760.76,23962.71,33043.58,87856.19
Stressed,20278.58,63392.20,13895.93,29825.96,103011.94
Stressed,31874.45,35411.47,10868.29,20732.13,93577.23
Stressed,62573.78,94187.04,21467.25,24367.55,100996.58
Stressed,79487.99,82923.71,25095.10,19881.20,98572.14
Stressed,11962.02,13111.87,4799.58,9103.04,22472.16
Stressed,1160.34,3596.51,4312.89,8635.41,10409.37
Stressed,4226.54,4965.63,1995.42,6572.03,13044.17
Stressed,54068.84,73001.21,51293.64,42469.18,93029.82
Stressed,97441.95,36657.79,26381.15,22804.35,83679.55
Stressed,49465.25,60708.46,16679.39,17086.79,64288.75
Stressed,84769.30,77027.14,25148.28,38440.49,89407.81
Stressed,61812.01,58651.55,19123.96,16523.20,60470.56
Stressed,69502.06,68098.19,12448.91,20980.39,77683.91
Stressed,34553.09,61219.43,32795.96,37804.31,72289.97
Stressed,54189.81,55476.84,12890.90,15978.94,60222.74
Stressed,49762.29,46349.30,11013.53,14480.41,65501.27
Stressed,35778.29,47133.91,12245.39,18696.73,65785.70
Stressed,56860.73,48632.15,12425.00,21680.57,67538.78
Stressed,57609.64,38381.17,6738.48,15364.85,60723.82
Stressed,87756.42,49085.72,19715.55,12945.68,67560.47
Stressed,32890.45,16312.21,20376.63,17954.09,68022.61
Stressed,64961.77,49711.14,11146.69,18490.95,76883.90
Stressed,38669.80,32023.10,10227.07,20620.82,72252.32
Stressed,52233.52,34647.37,19545.80,23950.86,60489.59
Stressed,98080.03,89239.35,42339.55,52739.54,86580.38
Stressed,58374.27,66934.22,11588.19,22428.58,79798.46
Stressed,59198.81,32610.06,21504.12,32263.80,67679.98
Stressed,64847.59,44364.35,17367.39,16995.48,68471.98
Stressed,54289.00,51735.69,12791.20,20662.26,54907.37
Stressed,33430.00,45380.09,10106.03,13735.17,63384.60
Stressed,40180.76,40752.40,14667.59,24146.17,44334.00
Stressed,51769.83,42929.58,10207.16,11930.37,48172.75
Stressed,39612.32,30027.74,17283.52,43482.42,72372.39
Stressed,48561.48,38969.89,11688.54,14965.81,62865.32
Stressed,22752.93,19915.48,14313.38,18600.21,52206.91
Stressed,98839.18,47445.77,19644.83,23259.54,48637.74
Stressed,127885.25,63094.35,28652.73,45057.84,67367.13
Stressed,36084.06,27111.63,9613.21,15945.14,41660.21
Stressed,21208.64,26274.56,7234.24,11923.64,49465.16
Stressed,24634.32,31496.34,7709.74,12620.44,47540.67
Stressed,11753.77,27884.60,8228.92,20272.63,46913.53
Stressed,12078.05,20341.01,5973.40,15855.75,53308.87
Stressed,43828.79,20650.89,10152.31,15460.14,75316.74
Stressed,34787.73,16964.99,9548.70,14918.39,74249.00
Stressed,25318.09,19742.73,12730.19,14623.61,45494.02
Stressed,106757.31,119246.12,93853.77,96861.80,112117.76
Stressed,82919.04,61240.86,35281.78,26444.71,105317.41
