State,Delta,Theta,Alpha,Beta,Gamma
Baseline,3794.16,7557.16,7508.45,13164.94,109110.98
Baseline,1102.53,5006.99,6599.06,14639.87,113696.93
Baseline,4426.80,1719.98,5343.55,10839.23,103983.81
Baseline,6159.52,3443.02,7381.86,13590.08,113988.39
Baseline,3724.49,4667.58,4309.79,14214.82,139191.02
Baseline,4337.95,12237.61,8425.56,14573.66,152088.45
Baseline,6987.77,8016.67,9131.89,12601.01,158451.91
Baseline,9735.40,10136.24,7334.65,8885.28,158372.08
Baseline,5808.49,11670.09,8349.67,17727.24,167503.10
Baseline,2201.73,4426.41,9275.22,13816.78,160358.36
Baseline,10151.31,15250.36,11651.89,14128.21,149486.20
Baseline,4219.64,4724.07,6477.45,11770.02,155849.09
Baseline,3983.97,7366.38,6576.19,16758.61,150398.24
Baseline,4209.26,9822.86,8835.19,15792.61,152714.04
Baseline,5778.21,7807.01,6980.95,13024.96,147963.25
Baseline,3723.71,6842.65,8185.21,14394.43,161750.89
Baseline,4887.97,5794.75,9407.95,14518.80,165302.06
Baseline,5266.37,7042.11,4801.20,11927.73,161770.28
Baseline,3027.84,5756.73,10247.31,16278.11,153288.27
Baseline,32353.71,20440.37,16958.49,26151.52,156697.68
Baseline,15523.90,17164.43,10974.49,20733.81,148469.10
Baseline,4259.75,8493.88,5438.07,17037.92,120375.36
Baseline,7316.13,17820.28,8861.93,16460.71,107769.04
Baseline,25408.38,8920.21,12629.48,16779.74,156641.03
Baseline,4421.01,9768.83,6161.73,14209.65,133308.78
Baseline,2570.13,9251.49,4852.47,22757.36,109910.31
Baseline,1753.47,3195.29,5870.96,9605.87,107275.08
Baseline,6997.88,5821.94,5909.68,28821.67,116092.08
Baseline,4418.75,7211.84,6076.86,14985.52,89668.02
Baseline,6559.63,17529.91,7744.21,13517.21,89434.47
Baseline,4403.16,4579.58,6882.11,12310.99,81601.01
Baseline,8513.42,10353.41,5667.67,11862.40,99638.45
Baseline,7101.01,6615.48,10291.84,14386.69,95807.88
Baseline,5311.50,10004.82,8276.33,12091.64,94787.76
Baseline,5853.72,7672.87,5895.32,12682.10,97334.17
Baseline,1590.63,9061.04,10000.91,21041.92,92928.77
Baseline,3970.26,7035.70,10266.65,10158.76,90813.32
Baseline,3324.61,7102.89,3373.09,11540.39,90666.06
Baseline,6111.98,7013.51,6758.65,12694.34,99993.74
Baseline,9294.36,8335.11,6041.59,12880.84,95726.02
Baseline,19636.07,16414.65,8762.51,12441.76,104249.67
Baseline,8256.17,12430.68,8963.52,12507.50,108443.79
Baseline,3095.15,3602.81,3695.66,17729.81,110951.44
Baseline,4411.96,5998.63,3004.10,11641.46,120816.61
Baseline,1738.28,3311.54,4569.49,7305.43,101308.61
Baseline,4388.15,5673.78,2916.10,12135.17,101035.76
Baseline,6604.92,6625.03,5603.12,12010.55,105251.89
Baseline,5901.40,5667.69,4658.97,11078.82,120172.83
Baseline,6987.99,7582.66,5471.79,12858.97,126477.90
Baseline,4775.52,5844.47,5926.69,14432.85,98714.52
Baseline,3382.21,9614.04,7609.54,16844.39,108511.84
Baseline,7027.25,10465.67,7286.23,14111.38,103932.82
Baseline,5337.30,11367.32,11235.59,15082.70,115463.31
Baseline,5928.64,10633.98,2637.50,18042.71,115299.79
Baseline,3243.90,7371.35,5000.93,12923.88,110327.01
Baseline,4201.88,6892.31,4634.58,18976.36,126945.27
Baseline,4927.42,8261.07,4267.35,16330.94,116425.02
Baseline,4084.67,9112.14,5112.47,13102.08,108867.22
Baseline,5436.09,3693.62,9117.85,8017.49,111725.76
Baseline,3150.12,6840.99,5200.54,12199.54,110052.57
Baseline,18927.30,37070.34,19089.88,13351.55,110292.47
Baseline,2865.97,7348.86,7981.12,14864.18,113443.30
Baseline,12962.27,20884.78,15287.87,18535.69,116227.86
Baseline,43123.71,38100.08,27486.55,20406.11,112306.30
Baseline,51160.49,61824.32,23961.96,25077.10,158966.77
Baseline,6040.06,9260.38,5902.54,14129.49,121774.17
Baseline,7015.50,7687.09,6512.22,14589.78,114002.92
Baseline,4573.07,6874.46,5269.27,14363.88,107676.89
Baseline,3053.80,2899.83,5554.59,12850.02,101651.90
Baseline,868.90,3871.12,7412.85,12488.42,98397.73
Baseline,5480.63,8751.42,6263.94,14074.23,103223.12
Baseline,7787.27,8357.33,4912.40,11826.61,99918.72
Baseline,4778.97,8405.38,8648.15,13728.24,96189.67
Baseline,4306.19,3302.54,7819.23,13800.12,106677.62
Baseline,35398.65,16828.75,16889.09,37287.69,197142.70
Baseline,15781.90,12704.43,10225.51,29477.69,167642.61
Baseline,13660.98,16287.59,24011.99,71339.70,364790.87
Baseline,19335.43,54763.49,17306.97,69097.64,314736.03
Baseline,29088.66,52182.45,18691.29,38908.68,306925.24
Baseline,7129.05,9513.36,5371.99,11039.37,114846.18
Baseline,7657.04,10638.34,4637.57,9481.25,131480.14
Baseline,11103.15,10371.68,10941.25,12138.43,130448.26
Baseline,7093.43,11271.20,7728.45,15952.63,133413.32
Baseline,2996.93,8315.19,7267.95,12136.03,130196.81
Baseline,4623.82,6766.58,11194.97,11256.61,126950.09
Baseline,11096.24,5723.06,7666.78,14366.67,124606.49
Baseline,5449.80,9775.93,5326.69,16719.86,131868.12
Baseline,24916.51,29129.60,20003.89,23705.82,144646.97
Baseline,17288.98,23644.50,6734.74,11853.49,124546.89
Baseline,7431.57,11624.27,8433.11,12838.04,140506.91
Baseline,5840.08,4287.76,5803.01,10690.67,115735.29
Baseline,13161.71,17214.39,4649.29,12812.04,137980.90
Baseline,5937.46,10898.65,3824.98,11488.76,171185.96
Baseline,7880.78,14697.72,11286.35,19533.12,165268.34
Baseline,4129.60,5509.19,6311.00,14789.92,127962.89
Baseline,61828.07,67919.98,39037.85,115393.27,497952.24
Baseline,50985.87,76893.72,26216.48,107808.06,775447.26
Baseline,73080.57,29481.60,14829.31,68425.85,306587.06
Baseline,7230.03,11321.88,8430.25,33046.67,144502.72
Baseline,16086.23,12649.55,12618.01,37516.71,194627.53
Baseline,31859.79,17303.72,12243.86,20026.56,189553.82
Baseline,26575.00,19746.53,9227.23,18258.55,161328.22
Baseline,6577.78,7357.65,3508.36,14671.69,142437.75
Baseline,11304.35,6930.67,10464.27,13640.63,125327.02
Baseline,8535.61,8720.39,5969.28,14845.23,108349.15
Baseline,7371.58,6457.34,8815.81,12783.10,123483.48
Baseline,10194.50,7116.84,3634.43,16953.79,135453.34
Baseline,6544.63,4100.83,7959.98,11819.56,139718.80
Baseline,5816.19,9992.75,8566.88,17678.74,141856.14
Baseline,2801.93,7172.38,6826.61,14903.69,140289.52
Baseline,15728.95,15898.46,6914.07,11380.56,112780.60
Baseline,5246.54,4265.40,4961.49,11777.24,101583.65
Baseline,9744.36,5421.34,5696.72,16060.92,100565.82
Baseline,37016.78,35490.97,32706.82,64706.43,266203.47
Baseline,16840.69,30623.89,27492.63,31179.18,141255.85
Baseline,2229.99,5209.67,8194.07,13174.67,111795.00
Baseline,36496.42,15693.46,18159.00,78187.60,299602.02
Baseline,23501.48,21549.07,16018.82,63012.96,242558.13
Baseline,5085.30,20741.37,11441.40,36227.01,182522.81
Baseline,17595.17,31365.97,28370.05,44427.48,109425.64
Baseline,11980.32,19118.25,15483.89,30325.68,108883.44
Baseline,83691.49,95871.10,110150.83,120728.12,181591.16
Baseline,174066.66,94041.16,53521.56,97035.06,156983.70
Baseline,78452.75,135094.78,68493.93,141142.47,184325.69
Baseline,21629.06,13103.03,8672.47,22877.36,136185.43
Baseline,4925.93,10223.88,13940.62,23918.15,108755.78
Baseline,7641.68,13981.41,10086.18,17508.82,107971.11
Baseline,9454.22,11583.19,11775.72,16096.53,102630.22
Baseline,58618.20,89806.61,88310.68,78205.98,113626.84
Baseline,2663.74,7942.30,7214.35,14232.66,95095.35
Baseline,10039.01,6758.60,4039.91,19293.41,108168.65
Baseline,4890.78,9392.02,12392.49,15595.10,93517.95
Baseline,6208.79,13106.53,6585.27,12871.87,85328.92
Baseline,146260.00,86823.73,39928.37,32763.71,128972.05
Baseline,15630.30,34032.39,15978.15,36619.05,210019.49
Baseline,45146.16,31824.49,7811.10,24179.20,137446.48
Baseline,34147.86,16910.66,5143.07,23535.53,143228.84
Baseline,30617.28,7545.81,7326.38,19626.60,126920.96
Baseline,60858.60,53175.60,31151.05,27147.45,116078.00
Baseline,69565.15,56237.20,42035.34,143348.50,224444.76
Baseline,115659.63,100927.57,81480.58,146544.19,231497.97
Baseline,45008.72,101004.94,81726.35,137958.28,199208.21
Baseline,14601.13,5042.95,8628.86,17224.46,127783.44
Baseline,9371.86,24662.38,23246.98,31204.79,142163.50
Baseline,6693.57,6555.12,9632.31,17189.79,95407.16
Baseline,7034.14,4474.29,6100.03,12660.14,91244.04
Baseline,8479.15,10733.04,4306.69,8402.86,89727.80
Baseline,11282.57,8434.98,6951.20,11873.43,75470.93
Baseline,52603.73,121644.90,101627.47,82489.95,123363.47
Baseline,4970.89,6360.01,5433.25,16795.57,108309.06
Baseline,14839.73,11505.62,10793.49,15706.36,129715.57
Baseline,19343.01,25884.50,18041.65,16247.83,127671.46
Baseline,9091.04,10209.13,11999.14,20253.49,129814.22
Baseline,28994.43,29596.53,23399.86,28862.44,103324.06
Baseline,39321.94,14382.68,9234.58,17374.47,111422.58
Baseline,7753.71,9678.89,5987.14,15733.69,71226.93
Baseline,10512.55,6584.35,9256.86,13680.07,93687.17
Baseline,5941.62,7526.46,5867.82,8245.51,101117.94
Baseline,6523.24,5362.14,5262.55,14545.78,77433.72
Baseline,10458.32,10521.93,6840.29,11630.24,64820.11
Baseline,2367.77,4244.22,5276.21,7648.92,61076.36
Baseline,3839.84,3620.14,4071.68,14486.52,62364.13
Baseline,13459.91,14076.91,7223.04,13359.04,104111.66
Baseline,38045.21,26032.25,14870.34,17097.10,57713.80
Baseline,7816.93,7590.80,12922.18,16161.31,115287.33
Baseline,16801.03,8819.83,9242.37,14160.93,82341.82
Baseline,8718.74,9524.71,4536.68,12845.48,78869.18
Baseline,8772.81,11452.32,8282.61,16831.96,85190.59
Baseline,10201.02,12516.26,11262.93,14190.06,117642.79
Baseline,9675.92,10477.49,9334.31,11797.41,104327.12
Baseline,4047.35,2859.40,3902.79,14665.68,104501.12
Baseline,6718.45,9896.04,5580.94,16295.50,88758.71
Baseline,13256.42,3002.38,5744.49,16056.62,58106.80
Baseline,6980.61,4976.29,6475.74,8921.28,54971.58
Baseline,5008.97,6370.77,10371.52,13598.56,62189.17
Baseline,30588.68,10522.05,5042.56,15950.92,94993.37
Baseline,10515.56,8122.28,9838.79,16553.03,117536.06
Baseline,3306.88,5603.36,9561.26,15069.74,93293.72
Baseline,5659.65,12923.96,8485.85,11476.32,81898.19
Baseline,6402.98,8108.82,12957.36,14749.31,85453.55
Baseline,40458.71,41716.45,13139.57,38067.73,153737.64
Baseline,98347.54,43248.14,54727.76,163012.00,231930.34
Baseline,23021.57,118077.22,109312.53,187195.21,278234.70
Baseline,145143.31,100761.91,45384.12,138757.10,249527.98
Baseline,85851.76,45123.65,38359.51,92239.29,156155.63
Baseline,91998.24,132877.54,145971.75,175539.56,228644.06
Baseline,54173.42,144451.16,94532.03,248899.08,464863.45
Baseline,14564.87,9267.70,7375.40,23400.48,175042.97
Baseline,9782.16,12121.86,11760.09,29983.13,177296.36
Baseline,30333.00,20129.48,9985.69,20769.67,150028.31
Baseline,38901.28,14656.88,26799.19,34296.35,134469.81
Baseline,12714.45,12077.84,3896.07,14593.82,122738.06
Baseline,20586.76,10164.58,9062.43,17092.68,153036.85
Baseline,3362.33,10454.25,10535.79,11941.61,150269.55
Baseline,26244.21,20528.95,8172.20,19285.48,142532.67
Baseline,16624.88,28547.80,12665.80,9836.54,146032.21
Baseline,49671.49,25733.21,12991.23,23580.98,147604.37
Baseline,29400.02,24920.17,33079.83,44797.31,180948.77
Baseline,11834.48,15261.32,10953.53,15894.19,165683.87
Baseline,13039.92,19191.75,9733.70,20787.62,141502.55
Baseline,98339.72,59558.51,31760.08,58467.89,174986.60
Baseline,20921.37,21182.65,14325.50,19807.02,165964.38
Baseline,52430.69,49414.25,26383.60,38195.43,174550.85
Baseline,71709.73,32222.76,25891.28,26958.09,173639.27
Baseline,19033.23,7167.51,8296.60,25475.50,164108.84
Baseline,15423.09,8641.46,12953.43,24270.86,167944.52
Baseline,17447.31,20114.82,13616.18,26224.05,143491.41
Baseline,11751.49,19955.25,12263.18,29369.69,137207.36
Baseline,12958.06,10883.98,4827.47,13270.88,135578.89
Baseline,10232.79,13888.45,13774.48,17207.40,129321.73
Baseline,38181.75,25763.14,25743.95,24299.60,146477.68
Baseline,12173.16,10914.26,4095.92,13335.70,118690.09
Baseline,19866.95,10265.59,9005.65,18456.03,132021.84
Baseline,13948.36,11231.67,4366.36,16669.60,119747.30
Baseline,19212.87,9411.43,7638.90,22021.08,115054.46
Baseline,13659.00,10382.14,5909.19,21324.01,108729.14
Baseline,14776.31,10843.40,4895.04,16794.66,132581.53
Baseline,9145.39,9929.28,7597.90,18777.70,132107.79
Baseline,34257.86,19678.77,13573.04,17998.71,155717.67
Baseline,13182.40,6600.73,4251.68,14349.07,141684.39
Baseline,5579.20,7732.33,10630.92,16712.07,144325.75
Baseline,7940.40,4687.28,3655.22,15313.28,132964.67
Baseline,16296.47,9913.96,8281.71,11958.10,140476.04
Baseline,12050.54,11755.23,10857.84,14522.66,148242.04
Baseline,12437.23,5030.85,6956.96,11415.42,145914.41
Baseline,14058.25,17164.61,11745.31,17372.90,158904.26
Baseline,11569.71,12747.86,7542.11,14103.54,146505.72
Baseline,5287.34,5489.79,6669.10,21661.54,153354.28
Baseline,9882.32,16101.08,5868.93,11668.19,150403.37
Baseline,13118.16,10034.88,19082.08,11398.72,141960.62
Baseline,9030.88,13110.87,6200.47,15149.07,128273.64
Baseline,8536.83,8713.18,5196.89,12757.14,130206.36
Baseline,6215.40,7839.37,6918.04,13338.33,134461.86
Baseline,5723.52,18575.91,16231.53,15372.18,144185.29
Baseline,23536.94,30265.78,16644.66,25071.63,178292.38
Baseline,8450.85,13734.96,6891.07,13221.67,125700.19
Baseline,12858.89,10082.32,7898.85,8032.07,126041.61
Baseline,8215.77,9724.84,5285.08,14638.62,128363.26
Baseline,15289.67,10473.68,19005.98,12745.14,121567.56
Baseline,13551.49,13038.85,6976.30,14733.23,124588.64
Baseline,3710.65,6862.53,6778.68,9904.04,121436.06
Baseline,13244.08,10099.71,7343.75,11939.74,136682.12
Baseline,14270.16,13722.90,7809.25,11583.54,119810.36
Baseline,9912.90,3903.22,4859.03,13020.55,126005.71
Baseline,7691.15,7414.48,6968.90,12509.32,128356.75
Baseline,13269.44,8716.56,7512.26,15850.30,133518.92
Baseline,7610.32,10686.18,6835.42,14303.01,133485.76
Baseline,10678.24,8657.64,8728.54,13222.28,136156.43
Baseline,16766.74,19896.05,4664.30,20168.19,137149.77
Baseline,6564.08,9296.07,10566.01,15972.00,137370.29
Baseline,7533.03,6808.84,8017.47,16803.01,142058.35
Baseline,7982.83,10656.19,7736.22,14278.35,142303.12
Baseline,12080.49,10618.40,8792.98,12277.22,137710.76
Baseline,12301.84,5066.85,5824.76,13969.96,143052.14
Baseline,5024.03,11543.86,6025.35,15798.91,128979.28
Baseline,8978.63,10546.26,5692.65,14126.34,128333.59
Baseline,6061.13,6613.75,9389.15,11236.76,114450.29
Baseline,4800.12,6740.88,4583.16,17491.13,113830.08
Baseline,10806.14,9050.17,4949.16,10355.70,127159.04
Baseline,5725.08,7453.75,4123.29,12521.47,138068.30
Baseline,14836.31,11925.03,9872.64,10231.03,145274.51
Baseline,6375.84,5778.64,8297.78,13179.48,139174.68
Baseline,11353.25,16693.96,8154.60,12410.66,142505.19
Baseline,17675.20,33441.36,14950.42,28763.78,150085.85
Baseline,8850.05,15680.08,7412.78,10408.28,145067.71
Baseline,9493.24,12584.57,8934.62,16393.30,184052.51
Baseline,7262.40,8844.69,8593.61,13421.17,144004.99
Baseline,16442.70,15056.19,4892.57,14559.98,152974.85
Baseline,5933.13,7414.77,3986.50,14682.35,149838.66
Baseline,7933.00,17624.55,7593.45,14175.84,146141.27
Baseline,5996.15,16272.21,4118.95,14981.13,142707.93
Baseline,14635.30,25529.45,8819.15,26850.14,145870.54
Baseline,16688.36,20548.84,8111.87,19869.02,137717.83
Baseline,8328.16,10047.83,5054.35,10945.25,144217.67
Baseline,19912.62,11971.92,6623.10,11705.73,136355.73
Baseline,10550.22,11321.93,9955.69,9388.98,148156.84
Baseline,4861.60,10218.77,5133.12,11559.51,127604.99
Baseline,6018.27,6571.40,7297.77,12166.40,127775.23
Baseline,13912.03,7209.74,4797.12,19581.23,122871.67
Baseline,19692.09,18556.11,9490.07,13242.32,122888.41
Baseline,14686.12,21777.32,13261.40,27292.91,124703.43
Baseline,20847.13,12040.80,11674.58,16192.30,137736.24
Baseline,10195.97,13931.57,15598.63,13326.93,148882.59
Baseline,12864.73,9234.91,7328.81,16060.12,146193.90
Baseline,12084.99,15305.54,5760.67,11229.56,144706.70
Baseline,8213.34,10573.59,5522.36,11472.43,143134.42
Baseline,9054.07,6806.66,9021.84,11158.07,141907.04
Baseline,28447.02,20600.61,8333.86,20838.36,157922.46
Baseline,8387.96,16830.68,9552.67,14064.41,154562.66
Baseline,6768.55,13759.98,11921.80,15181.90,151682.59
Baseline,17378.61,17197.07,9460.48,20542.30,159568.28
Baseline,12492.15,15359.94,5351.97,10318.59,145634.32
Baseline,5109.79,6801.06,3854.67,10612.97,152792.83
Baseline,9101.23,8401.24,6737.35,9667.14,150907.31
Baseline,12613.51,8139.31,9871.72,13402.09,146629.21
Baseline,7705.73,7953.90,8367.34,12291.03,155276.58
Baseline,9609.25,12492.26,6178.44,13906.16,153642.05
Baseline,8981.30,10089.73,4777.42,11373.93,146716.27
Baseline,6461.52,8912.06,8235.44,14757.41,148854.05
Baseline,7963.00,7376.78,5551.24,12515.15,153040.44
Baseline,11720.50,6242.65,8033.82,18230.54,151218.79
Baseline,8493.70,9857.77,6856.58,16709.11,141853.65
Baseline,14611.18,11455.89,10984.51,11431.05,150092.15
Baseline,10392.96,6219.25,4981.00,15086.57,147497.18
Baseline,10884.87,17496.40,3700.62,17287.42,148456.17
Baseline,21207.66,10179.59,9329.74,15396.63,157633.60
Baseline,14426.88,10228.54,8722.80,19510.67,160452.96
Baseline,6218.16,14177.18,6404.89,12072.88,154360.31
Baseline,11102.50,11046.05,4175.64,11162.77,151209.43
Baseline,6731.83,12300.05,4159.15,16765.90,155822.96
Baseline,24065.06,24491.24,9837.73,26400.25,181058.50
Baseline,11239.80,11302.44,5550.95,18442.03,158871.18
Baseline,13381.24,6857.40,5352.48,12610.94,152820.06
Baseline,13571.68,11782.11,3947.77,14873.04,152211.63
Baseline,14816.10,18476.69,9027.04,14649.44,151051.81
Baseline,9408.07,7507.45,7082.68,14153.75,150304.02
Baseline,14164.00,11907.79,11325.90,12600.33,149921.82
Baseline,11824.87,17556.24,6906.59,14702.85,146554.31
Baseline,17240.17,9520.14,8759.74,17947.54,163124.38
Baseline,15404.18,10725.60,7637.89,17334.49,153002.44
Baseline,9896.15,13262.57,12836.46,24341.80,156073.18
Baseline,8915.34,14389.08,10514.79,11117.17,137448.72
Baseline,10278.75,17028.82,10885.78,14478.84,154706.69
Baseline,3887.01,9284.90,5811.03,16374.59,147651.36
Baseline,8154.85,12819.81,6799.54,13394.79,145079.77
Baseline,6386.69,14629.05,3674.35,8917.45,136835.08
Baseline,11519.41,6987.32,8097.40,15745.76,136703.85
Baseline,16937.21,5565.91,7326.05,15113.79,145892.87
Baseline,6278.92,7854.32,5752.55,13146.03,132677.60
Baseline,10611.79,6712.19,5611.46,12152.97,114594.79
Baseline,15013.22,8149.66,5624.26,11156.04,132706.73
Baseline,14914.91,7595.60,10263.38,16311.18,142757.17
Baseline,7260.77,10979.63,11375.74,9505.54,144235.89
Baseline,9037.27,9417.42,5859.93,21881.94,152960.38
Baseline,7546.52,9064.19,4298.08,11036.47,143633.30
Baseline,10916.16,11488.66,5032.86,20378.01,168774.75
Baseline,12079.67,8061.72,12047.57,15092.86,150230.89
Baseline,7331.60,8817.86,3222.94,10708.10,128498.33
Baseline,8340.75,9472.09,11834.08,9864.61,127796.01
Baseline,11865.11,9015.01,8116.90,12474.15,135758.49
Baseline,4669.37,17651.96,12179.11,17160.78,154063.15
Baseline,9174.30,9096.13,6251.86,12704.02,147109.40
Baseline,14482.02,8110.56,6867.67,12465.89,143129.44
Baseline,9335.86,8811.84,12392.98,13361.64,137191.29
Baseline,16279.90,13499.99,8041.16,14369.43,142835.52
Baseline,4965.81,3338.20,6378.20,16320.48,130259.69
Baseline,7855.13,8137.99,9883.79,12389.01,132383.90
Baseline,8126.97,9296.66,4679.18,11727.24,128736.59
Baseline,10651.63,11508.86,7035.00,14231.98,135184.08
Baseline,3894.95,9625.78,6630.87,11500.56,134263.93
Baseline,11213.32,16099.90,16431.75,30294.60,145646.11
Baseline,11263.90,13591.91,9805.58,10891.10,140248.84
Baseline,7093.26,8646.42,4323.26,13747.15,138406.21
Baseline,3774.02,4141.10,7843.40,13780.56,137490.69
Baseline,20566.68,12846.58,10969.02,12872.47,138593.25
Baseline,9116.90,6497.60,10059.43,12576.33,130676.44
Baseline,6414.27,12481.91,6791.78,16808.06,147837.48
Baseline,4733.96,10471.34,7820.87,14294.59,140354.48
Baseline,4070.57,9027.70,9683.04,14612.87,143265.76
Baseline,11934.40,15082.80,5486.47,9839.60,150849.50
Baseline,7023.36,17952.19,6694.81,15660.17,159222.38
Baseline,14805.95,10429.12,7968.64,13071.49,153268.71
Baseline,16920.52,15230.01,11625.95,24262.25,159091.83
Baseline,11184.06,11434.47,4309.49,14297.34,140236.86
Baseline,5411.89,10932.16,11630.76,17880.95,154059.02
Baseline,6609.40,6998.74,10945.35,15744.65,154370.11
Baseline,4706.18,12360.39,6585.16,20629.15,134893.99
Baseline,7582.32,13159.66,7139.91,19606.46,143851.22
Baseline,9675.68,10536.08,6300.79,10644.78,127597.29
Baseline,4816.34,8267.47,9530.45,18761.20,146485.58
Baseline,15704.20,14954.55,6465.98,14982.69,149237.55
Baseline,16486.94,8982.81,7782.19,11822.79,162263.07
Baseline,2349.41,5548.65,4109.65,8843.53,145120.76
Baseline,4672.63,7684.57,8641.55,16987.89,156790.78
Baseline,3742.27,5999.76,3968.47,13005.75,149772.84
Baseline,7849.38,4676.08,6698.18,13202.34,143414.28
Baseline,15267.70,19919.07,14914.03,28049.16,149684.85
Baseline,6752.39,10104.34,5353.73,16249.27,139709.42
Baseline,6416.29,10804.92,7689.04,17086.94,143271.85
Baseline,14551.62,18168.91,14850.26,24472.93,155682.50
Baseline,8223.33,7533.61,12491.49,20289.92,152218.96
Baseline,5685.83,7920.63,7191.58,10922.66,153833.64
Baseline,6126.37,14669.60,9465.32,27461.95,161136.85
Baseline,10959.03,15160.60,8155.39,10332.45,155762.11
Baseline,7110.78,8246.85,7956.32,11914.62,148995.85
Baseline,3518.71,12256.88,12920.38,22440.58,155997.40
